2023-03-24 22:42:41,161.6
2023-03-24 22:56:09,162.32
2023-03-24 22:56:12,162.36
2023-03-24 23:04:06,162.16
2023-03-24 23:22:14,162.44
2023-03-24 23:22:21,162.68
2023-03-24 23:22:23,162.68
2023-03-24 23:22:24,162.34
2023-03-24 23:34:33,162.09
2023-03-24 23:34:36,162.09
2023-03-24 23:34:37,162.01
2023-03-24 23:34:38,162.09
2023-03-24 23:34:39,162.09
2023-03-24 23:34:39,162.01
2023-03-24 23:34:40,162.01
2023-03-24 23:34:40,162.02
2023-03-24 23:34:41,162.09
2023-03-24 23:34:41,162.09
2023-03-24 23:34:42,162.02
2023-03-24 23:34:42,162.02
2023-03-24 23:34:42,162.09
2023-03-24 23:34:42,162.09
2023-03-24 23:34:42,162.09
2023-03-24 23:34:43,null
2023-03-24 23:34:43,null
2023-03-24 23:34:43,null
2023-03-24 23:34:43,null
2023-03-24 23:34:43,null
2023-03-24 23:34:44,null
2023-03-24 23:34:44,null
2023-03-24 23:34:44,null
2023-03-24 23:34:44,null
2023-03-24 23:34:44,null
2023-03-24 23:34:45,null
2023-03-24 23:34:45,null
2023-03-24 23:34:45,null
2023-03-24 23:34:45,null
2023-03-24 23:34:45,null
2023-03-24 23:34:45,null
2023-03-24 23:34:46,null
2023-03-24 23:34:46,null
2023-03-24 23:34:46,null
2023-03-24 23:34:46,null
2023-03-24 23:34:46,null
2023-03-24 23:34:47,null
2023-03-24 23:34:47,null
2023-03-24 23:34:47,null
2023-03-24 23:34:47,null
2023-03-24 23:34:48,null
2023-03-24 23:35:09,null
