2020-04-02,60.0388
2020-04-23,67.4171
2020-05-13,75.6173
2020-06-03,79.9112
2020-06-23,90.0894
2020-07-14,95.423
2020-08-03,107.103
2020-08-21,122.496
2020-09-11,110.3124
2020-10-01,115.0303
2020-10-21,115.1091
2020-11-10,114.4197
2020-12-01,121.0794
2020-12-21,126.5158
2021-01-12,127.0782
2021-02-02,133.1854
2021-02-23,124.363
2021-03-15,122.5153
2021-04-05,124.4025
2021-04-23,132.7224
2021-05-13,123.6934
2021-06-03,122.278
2021-06-23,132.3342
2021-07-14,147.6263
2021-08-03,145.8546
2021-08-23,148.4026
2021-09-13,148.244
2021-10-01,141.4043
2021-10-21,148.1746
2021-11-10,146.8423
2021-12-01,163.5695
2021-12-21,171.7296
2022-01-11,173.8044
2022-02-01,173.3378
2022-02-22,163.3306
2022-03-14,149.7131
2022-04-01,173.2604
2022-04-22,160.8158
2022-05-12,141.9098
2022-06-02,150.5204
2022-06-23,137.6394
2022-07-14,147.7929
2022-08-03,165.3723
2022-08-23,166.6985
2022-09-13,153.3511
2022-10-03,141.9973
2022-10-21,146.802
2022-11-10,146.6461
2022-12-01,148.0839
2022-12-21,135.2435
2023-01-12,133.2066
2023-02-02,150.5901
2023-02-23,149.4
2023-03-07,151.6
